cap-color, bruises,odor,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat,class
9,0,0,1,4,1,1,3,3,5,5,1,1,0,1,4,e
6,0,0,1,0,1,1,3,3,8,8,1,1,2,4,4,e
9,1,6,1,11,0,1,1,1,5,6,1,4,6,4,6,p
0,0,0,1,0,1,1,3,3,5,8,1,1,2,4,4,e
9,1,6,1,8,0,1,1,1,5,6,1,4,6,1,6,p
6,0,0,1,4,1,1,3,3,4,5,1,1,2,4,4,e
0,0,0,1,4,1,1,3,3,8,4,1,1,2,4,4,e
9,0,0,1,5,1,1,3,3,5,4,1,1,2,4,4,e
6,0,0,1,10,1,1,3,3,4,8,1,1,2,1,4,e
9,1,6,1,5,0,1,1,1,6,0,1,4,6,1,4,p
9,1,1,0,11,0,1,3,3,4,4,1,1,2,1,4,p
9,1,6,1,5,0,1,1,1,6,0,1,4,6,1,6,p
9,1,6,1,5,0,1,1,1,6,6,1,4,6,1,3,p
9,1,6,1,5,0,1,1,1,6,6,1,4,6,4,3,p
9,0,0,1,10,1,1,3,3,4,4,1,1,2,1,4,e
9,1,6,1,11,0,1,1,1,6,0,1,4,6,1,4,p
6,0,0,1,5,1,1,3,3,4,5,1,1,2,1,4,e
0,0,0,1,4,1,1,3,3,5,8,1,1,0,1,4,e
0,0,0,1,0,1,1,3,3,4,8,1,1,2,4,4,e
2,1,6,1,5,0,1,1,1,0,6,1,4,6,4,4,p
9,0,0,1,0,1,1,3,3,4,4,1,1,2,4,4,e
4,1,1,0,10,0,1,3,3,4,4,1,1,0,5,4,p
6,0,0,1,4,1,1,3,3,4,4,1,1,0,4,4,e
0,0,0,1,0,1,1,3,3,8,5,1,1,2,4,4,e
0,0,0,1,0,1,1,3,3,4,8,1,1,2,1,4,e
6,0,0,1,5,1,1,3,3,4,4,1,1,0,4,4,e
9,1,6,1,8,0,1,1,1,5,0,1,4,6,4,6,p
9,1,6,1,8,0,1,1,1,5,0,1,4,6,1,3,p
9,0,0,1,0,1,1,3,3,5,8,1,1,2,1,4,e
0,0,0,1,10,1,1,3,3,5,4,1,1,0,1,4,e
9,1,6,1,5,0,1,1,1,5,5,1,4,6,1,4,p
9,0,0,1,4,1,1,3,3,5,8,1,1,0,4,4,e
4,1,1,0,11,0,1,3,3,4,4,1,1,0,5,4,p
0,0,0,1,0,1,1,3,3,4,4,1,1,0,1,4,e
9,0,0,1,0,1,1,3,3,8,5,1,1,2,4,4,e
9,1,6,1,11,0,1,1,1,0,0,1,4,6,4,3,p
6,0,0,1,4,1,1,3,3,8,8,1,1,2,4,4,e
9,1,1,0,10,0,1,3,3,4,4,1,1,2,5,4,p
9,1,6,1,8,0,1,1,1,6,5,1,4,6,1,6,p
0,0,0,1,0,1,1,3,3,4,5,1,1,0,1,4,e
9,1,6,1,11,0,1,1,1,0,6,1,4,6,1,4,p
6,0,0,1,5,1,1,3,3,5,8,1,1,2,1,4,e
9,0,0,1,10,1,1,3,3,5,4,1,1,0,4,4,e
9,0,0,1,4,1,1,3,3,8,5,1,1,0,4,4,e
0,0,0,1,4,1,1,3,3,4,5,1,1,0,4,4,e
6,0,0,1,10,1,1,3,3,4,5,1,1,0,4,4,e
9,0,0,1,5,1,1,3,3,8,8,1,1,2,4,4,e
6,0,0,1,10,1,1,3,3,4,8,1,1,2,4,4,e
0,0,0,1,0,1,1,3,3,5,4,1,1,2,4,4,e
2,1,6,1,5,0,1,1,1,5,0,1,4,6,4,6,p
9,0,0,1,10,1,1,3,3,5,5,1,1,2,4,4,e
0,0,0,1,10,1,1,3,3,8,4,1,1,0,1,4,e
9,1,6,1,11,0,1,1,1,0,6,1,4,6,4,6,p
9,1,6,1,5,0,1,1,1,5,6,1,4,6,1,4,p
9,1,6,1,5,0,1,1,1,6,0,1,4,6,4,3,p
6,0,0,1,10,1,1,3,3,8,5,1,1,0,4,4,e
0,0,0,1,5,1,1,3,3,4,5,1,1,2,1,4,e
9,1,6,1,5,0,1,1,1,0,0,1,4,6,4,4,p
9,1,6,1,5,0,1,1,1,5,6,1,4,6,1,3,p
9,1,6,1,5,0,1,1,1,6,6,1,4,6,1,3,p
0,0,0,1,4,1,1,3,3,5,4,1,1,0,1,4,e
9,1,1,0,0,0,1,3,3,4,4,1,1,0,5,4,p
6,0,0,1,0,1,1,3,3,5,5,1,1,0,1,4,e
2,1,6,1,8,0,1,1,1,0,6,1,4,6,4,4,p
0,0,0,1,10,1,1,3,3,8,5,1,1,0,1,4,e
6,0,0,1,10,1,1,3,3,4,5,1,1,2,4,4,e
9,1,6,1,8,0,1,1,1,6,6,1,4,6,4,3,p
0,0,0,1,5,1,1,3,3,4,4,1,1,2,4,4,e
3,1,1,0,11,0,1,3,3,4,4,1,1,0,1,4,p
9,0,0,1,5,1,1,3,3,4,8,1,1,2,1,4,e
6,0,0,1,5,1,1,3,3,5,5,1,1,0,1,4,e
9,0,0,1,5,1,1,3,3,5,5,1,1,0,4,4,e
9,1,6,1,11,0,1,1,1,5,6,1,4,6,1,4,p
6,0,0,1,10,1,1,3,3,4,4,1,1,0,1,4,e
6,0,0,1,5,1,1,3,3,4,8,1,1,0,4,4,e
4,1,1,0,11,0,1,3,3,4,4,1,1,2,5,4,p
6,0,0,1,10,1,1,3,3,4,4,1,1,2,1,4,e
9,0,0,1,10,1,1,3,3,8,5,1,1,2,4,4,e
9,0,0,1,4,1,1,3,3,4,4,1,1,0,4,4,e
9,0,0,1,10,1,1,3,3,8,5,1,1,0,1,4,e
9,1,6,1,8,0,1,1,1,6,6,1,4,6,1,3,p
0,0,0,1,5,1,1,3,3,5,8,1,1,0,4,4,e
9,0,0,1,0,1,1,3,3,4,8,1,1,2,1,4,e
0,0,0,1,10,1,1,3,3,5,5,1,1,2,4,4,e
4,1,1,0,0,0,1,3,3,4,4,1,1,2,5,4,p
6,0,0,1,0,1,1,3,3,5,5,1,1,2,4,4,e
9,0,0,1,5,1,1,3,3,8,5,1,1,2,1,4,e
6,0,0,1,0,1,1,3,3,4,5,1,1,2,4,4,e
3,1,1,0,10,0,1,3,3,4,4,1,1,2,5,4,p
9,1,6,1,8,0,1,1,1,0,0,1,4,6,1,3,p
0,0,0,1,4,1,1,3,3,4,5,1,1,0,1,4,e
9,1,6,1,11,0,1,1,1,5,5,1,4,6,1,6,p
3,1,1,0,0,0,1,3,3,4,4,1,1,0,5,4,p
0,0,0,1,4,1,1,3,3,8,8,1,1,2,4,4,e
9,0,0,1,5,1,1,3,3,4,4,1,1,0,1,4,e
9,0,0,1,0,1,1,3,3,4,4,1,1,0,1,4,e
9,0,0,1,4,1,1,3,3,4,5,1,1,0,1,4,e
3,1,1,0,5,0,1,3,3,4,4,1,1,0,1,4,p
6,0,0,1,10,1,1,3,3,4,4,1,1,0,1,4,e
9,1,6,1,11,0,1,1,1,5,6,1,4,6,1,6,p
0,0,0,1,4,1,1,3,3,8,4,1,1,0,4,4,e
0,0,0,1,5,1,1,3,3,5,8,1,1,0,1,4,e
4,1,1,0,10,0,1,3,3,4,4,1,1,2,1,4,p
9,0,0,1,0,1,1,3,3,4,8,1,1,0,4,4,e
4,1,1,0,11,0,1,3,3,4,4,1,1,0,1,4,p
0,0,0,1,0,1,1,3,3,4,5,1,1,0,4,4,e
9,1,6,1,5,0,1,1,1,6,6,1,4,6,4,6,p
6,0,0,1,4,1,1,3,3,8,4,1,1,2,4,4,e
4,1,1,0,5,0,1,3,3,4,4,1,1,0,5,4,p
9,1,6,1,5,0,1,1,1,5,0,1,4,6,1,3,p
6,0,0,1,10,1,1,3,3,4,8,1,1,0,4,4,e
6,0,0,1,4,1,1,3,3,8,4,1,1,2,4,4,e
9,1,1,0,10,0,1,3,3,4,4,1,1,0,5,4,p
9,1,6,1,5,0,1,1,1,0,0,1,4,6,1,6,p
9,0,0,1,0,1,1,3,3,4,4,1,1,0,4,4,e
9,1,6,1,5,0,1,1,1,0,6,1,4,6,1,4,p
6,0,0,1,4,1,1,3,3,5,5,1,1,2,1,4,e
0,0,0,1,10,1,1,3,3,4,5,1,1,2,1,4,e
2,1,6,1,8,0,1,1,1,6,0,1,4,6,4,4,p
6,0,0,1,0,1,1,3,3,4,4,1,1,2,4,4,e
6,0,0,1,5,1,1,3,3,4,4,1,1,2,1,4,e
0,0,0,1,4,1,1,3,3,8,8,1,1,0,4,4,e
0,0,0,1,4,1,1,3,3,8,5,1,1,2,1,4,e
9,1,6,1,11,0,1,1,1,5,6,1,4,6,1,4,p
9,0,0,1,10,1,1,3,3,8,4,1,1,0,1,4,e
6,0,0,1,4,1,1,3,3,5,4,1,1,2,4,4,e
0,0,0,1,5,1,1,3,3,5,5,1,1,0,1,4,e
9,0,0,1,5,1,1,3,3,5,4,1,1,0,4,4,e
0,0,0,1,4,1,1,3,3,8,4,1,1,2,1,4,e
9,1,6,1,5,0,1,1,1,6,6,1,4,6,1,4,p
3,1,1,0,11,0,1,3,3,4,4,1,1,0,1,4,p
2,1,6,1,11,0,1,1,1,0,6,1,4,6,1,3,p
0,0,0,1,10,1,1,3,3,5,8,1,1,0,1,4,e
6,0,0,1,5,1,1,3,3,5,8,1,1,2,4,4,e
6,0,0,1,10,1,1,3,3,5,8,1,1,0,4,4,e
6,0,0,1,4,1,1,3,3,5,5,1,1,0,4,4,e
6,0,0,1,4,1,1,3,3,8,5,1,1,0,1,4,e
0,0,0,1,0,1,1,3,3,8,8,1,1,2,4,4,e
6,0,0,1,0,1,1,3,3,4,8,1,1,2,1,4,e
9,1,6,1,8,0,1,1,1,0,0,1,4,6,4,6,p
6,0,0,1,4,1,1,3,3,5,5,1,1,0,4,4,e
0,0,0,1,5,1,1,3,3,4,4,1,1,0,4,4,e
9,1,6,1,5,0,1,1,1,5,0,1,4,6,1,4,p
3,1,1,0,5,0,1,3,3,4,4,1,1,2,5,4,p
9,1,1,0,5,0,1,3,3,4,4,1,1,2,1,4,p
0,0,0,1,10,1,1,3,3,4,8,1,1,0,4,4,e
2,1,6,1,8,0,1,1,1,5,5,1,4,6,1,3,p
9,1,1,0,0,0,1,3,3,4,4,1,1,0,1,4,p
6,0,0,1,4,1,1,3,3,8,4,1,1,0,1,4,e
6,0,0,1,10,1,1,3,3,4,4,1,1,0,4,4,e
6,0,0,1,5,1,1,3,3,8,5,1,1,2,1,4,e
2,1,6,1,5,0,1,1,1,6,0,1,4,6,1,4,p
0,0,0,1,10,1,1,3,3,8,8,1,1,0,1,4,e
6,0,0,1,4,1,1,3,3,4,4,1,1,0,1,4,e
6,0,0,1,10,1,1,3,3,5,4,1,1,0,1,4,e
2,1,6,1,5,0,1,1,1,5,5,1,4,6,1,3,p
9,1,1,0,0,0,1,3,3,4,4,1,1,0,1,4,p
6,0,0,1,10,1,1,3,3,4,5,1,1,2,1,4,e
9,1,1,0,11,0,1,3,3,4,4,1,1,0,5,4,p
3,1,1,0,10,0,1,3,3,4,4,1,1,0,1,4,p
9,1,6,1,8,0,1,1,1,5,6,1,4,6,4,6,p
9,0,0,1,0,1,1,3,3,4,5,1,1,0,1,4,e
6,0,0,1,0,1,1,3,3,8,8,1,1,2,1,4,e
2,1,6,1,5,0,1,1,1,6,5,1,4,6,4,3,p
6,0,0,1,10,1,1,3,3,8,4,1,1,2,4,4,e
6,0,0,1,4,1,1,3,3,4,5,1,1,0,1,4,e
9,0,0,1,10,1,1,3,3,5,4,1,1,0,1,4,e
6,0,0,1,0,1,1,3,3,8,4,1,1,0,4,4,e
9,0,0,1,10,1,1,3,3,4,5,1,1,2,1,4,e
0,0,0,1,10,1,1,3,3,4,5,1,1,2,4,4,e
6,0,0,1,4,1,1,3,3,5,4,1,1,2,1,4,e
0,0,0,1,4,1,1,3,3,8,8,1,1,0,1,4,e
6,0,0,1,0,1,1,3,3,5,5,1,1,0,4,4,e
6,0,0,1,4,1,1,3,3,4,5,1,1,0,4,4,e
9,0,0,1,4,1,1,3,3,4,8,1,1,2,4,4,e
9,0,0,1,5,1,1,3,3,5,4,1,1,0,4,4,e
0,0,0,1,5,1,1,3,3,4,5,1,1,0,4,4,e
0,0,0,1,5,1,1,3,3,8,5,1,1,0,1,4,e
6,0,0,1,0,1,1,3,3,8,4,1,1,2,4,4,e
0,0,0,1,5,1,1,3,3,4,5,1,1,2,4,4,e
9,1,6,1,8,0,1,1,1,0,0,1,4,6,4,3,p
6,0,0,1,5,1,1,3,3,4,5,1,1,0,4,4,e
9,0,0,1,0,1,1,3,3,4,8,1,1,2,4,4,e
0,0,0,1,4,1,1,3,3,5,5,1,1,0,1,4,e
0,0,0,1,4,1,1,3,3,8,5,1,1,2,4,4,e
9,0,0,1,4,1,1,3,3,5,8,1,1,0,4,4,e
9,1,6,1,8,0,1,1,1,5,0,1,4,6,1,4,p
6,0,0,1,4,1,1,3,3,5,4,1,1,0,1,4,e
9,1,6,1,11,0,1,1,1,5,6,1,4,6,1,4,p
9,0,0,1,10,1,1,3,3,5,5,1,1,0,4,4,e
9,0,0,1,0,1,1,3,3,8,8,1,1,0,1,4,e
9,0,0,1,10,1,1,3,3,5,4,1,1,2,4,4,e
2,1,6,1,8,0,1,1,1,5,6,1,4,6,1,3,p
0,0,0,1,0,1,1,3,3,8,4,1,1,0,1,4,e
9,0,0,1,5,1,1,3,3,8,8,1,1,0,4,4,e
9,1,6,1,8,0,1,1,1,6,0,1,4,6,1,4,p
0,0,0,1,4,1,1,3,3,8,4,1,1,2,1,4,e
9,1,1,0,10,0,1,3,3,4,4,1,1,2,5,4,p
6,0,0,1,4,1,1,3,3,5,4,1,1,0,4,4,e
3,1,1,0,11,0,1,3,3,4,4,1,1,2,5,4,p
0,0,0,1,0,1,1,3,3,4,5,1,1,2,1,4,e
3,1,1,0,0,0,1,3,3,4,4,1,1,0,1,4,p
6,0,0,1,5,1,1,3,3,5,5,1,1,0,4,4,e
9,0,0,1,10,1,1,3,3,4,8,1,1,0,1,4,e
6,0,0,1,5,1,1,3,3,5,4,1,1,2,4,4,e
6,0,0,1,4,1,1,3,3,8,4,1,1,0,4,4,e
9,1,1,0,5,0,1,3,3,4,4,1,1,2,5,4,p
6,0,0,1,0,1,1,3,3,5,4,1,1,2,4,4,e
6,0,0,1,0,1,1,3,3,8,8,1,1,2,1,4,e
4,1,1,0,0,0,1,3,3,4,4,1,1,2,1,4,p
6,0,0,1,10,1,1,3,3,5,5,1,1,2,4,4,e
4,1,1,0,10,0,1,3,3,4,4,1,1,0,1,4,p
6,0,0,1,4,1,1,3,3,5,8,1,1,2,4,4,e
9,1,6,1,11,0,1,1,1,6,5,1,4,6,4,6,p
9,0,0,1,5,1,1,3,3,8,5,1,1,0,4,4,e
9,1,6,1,8,0,1,1,1,0,5,1,4,6,4,6,p
0,0,0,1,0,1,1,3,3,5,5,1,1,2,1,4,e
6,0,0,1,10,1,1,3,3,5,5,1,1,0,1,4,e
0,0,0,1,10,1,1,3,3,5,5,1,1,2,1,4,e
4,1,1,0,11,0,1,3,3,4,4,1,1,2,5,4,p
9,1,6,1,8,0,1,1,1,0,5,1,4,6,4,3,p
6,0,0,1,5,1,1,3,3,8,5,1,1,0,1,4,e
9,0,0,1,4,1,1,3,3,4,4,1,1,2,1,4,e
9,0,0,1,0,1,1,3,3,4,4,1,1,2,1,4,e
6,0,0,1,5,1,1,3,3,8,4,1,1,0,4,4,e
6,0,0,1,10,1,1,3,3,4,4,1,1,2,1,4,e
9,0,0,1,0,1,1,3,3,4,5,1,1,0,4,4,e
9,1,6,1,11,0,1,1,1,0,5,1,4,6,4,4,p
0,0,0,1,10,1,1,3,3,8,5,1,1,0,4,4,e
6,0,0,1,10,1,1,3,3,4,5,1,1,2,4,4,e
6,0,0,1,0,1,1,3,3,5,4,1,1,2,4,4,e
3,1,1,0,0,0,1,3,3,4,4,1,1,2,1,4,p
6,0,0,1,5,1,1,3,3,8,5,1,1,2,4,4,e
9,0,0,1,5,1,1,3,3,4,4,1,1,0,4,4,e
9,1,6,1,5,0,1,1,1,0,6,1,4,6,4,6,p
9,0,0,1,0,1,1,3,3,5,4,1,1,0,4,4,e
3,1,1,0,0,0,1,3,3,4,4,1,1,2,1,4,p
6,0,0,1,0,1,1,3,3,5,5,1,1,2,1,4,e
3,1,1,0,0,0,1,3,3,4,4,1,1,2,5,4,p
9,1,6,1,11,0,1,1,1,5,5,1,4,6,1,4,p
9,1,6,1,8,0,1,1,1,6,5,1,4,6,4,4,p
9,0,0,1,10,1,1,3,3,8,8,1,1,0,1,4,e
9,0,0,1,5,1,1,3,3,4,8,1,1,0,1,4,e
6,0,0,1,5,1,1,3,3,5,4,1,1,0,4,4,e
6,0,0,1,5,1,1,3,3,4,8,1,1,2,4,4,e
9,1,6,1,8,0,1,1,1,6,0,1,4,6,1,3,p
6,0,0,1,10,1,1,3,3,5,4,1,1,0,4,4,e
6,0,0,1,0,1,1,3,3,8,5,1,1,2,4,4,e
9,1,6,1,11,0,1,1,1,0,0,1,4,6,1,6,p
6,0,0,1,10,1,1,3,3,4,8,1,1,2,4,4,e
9,1,1,0,5,0,1,3,3,4,4,1,1,0,5,4,p
9,0,0,1,10,1,1,3,3,8,4,1,1,2,4,4,e
6,0,0,1,4,1,1,3,3,8,8,1,1,0,4,4,e
6,0,0,1,0,1,1,3,3,5,4,1,1,0,4,4,e
9,0,0,1,4,1,1,3,3,4,5,1,1,2,4,4,e
6,0,0,1,0,1,1,3,3,4,4,1,1,0,4,4,e
9,0,0,1,10,1,1,3,3,5,4,1,1,2,4,4,e
4,1,1,0,5,0,1,3,3,4,4,1,1,2,5,4,p
0,0,0,1,10,1,1,3,3,4,5,1,1,0,1,4,e
9,1,6,1,5,0,1,1,1,6,0,1,4,6,4,6,p
6,0,0,1,0,1,1,3,3,4,5,1,1,2,1,4,e
9,0,0,1,4,1,1,3,3,8,4,1,1,0,1,4,e
6,0,0,1,0,1,1,3,3,5,8,1,1,0,1,4,e
3,1,1,0,10,0,1,3,3,4,4,1,1,0,1,4,p
3,1,1,0,0,0,1,3,3,4,4,1,1,0,1,4,p
0,0,0,1,0,1,1,3,3,4,4,1,1,0,1,4,e
6,0,0,1,4,1,1,3,3,5,8,1,1,2,1,4,e
6,0,0,1,4,1,1,3,3,8,5,1,1,2,1,4,e
9,0,0,1,10,1,1,3,3,8,5,1,1,0,4,4,e
9,1,6,1,5,0,1,1,1,0,5,1,4,6,1,4,p
3,1,1,0,0,0,1,3,3,4,4,1,1,2,1,4,p
0,0,0,1,4,1,1,3,3,4,4,1,1,2,4,4,e
6,0,0,1,4,1,1,3,3,8,8,1,1,2,1,4,e
3,1,1,0,10,0,1,3,3,4,4,1,1,2,1,4,p
9,1,1,0,5,0,1,3,3,4,4,1,1,2,5,4,p
6,0,0,1,5,1,1,3,3,5,5,1,1,2,1,4,e
9,1,6,1,8,0,1,1,1,6,5,1,4,6,1,4,p
9,1,1,0,5,0,1,3,3,4,4,1,1,0,1,4,p
9,1,6,1,8,0,1,1,1,0,5,1,4,6,1,4,p
9,1,1,0,0,0,1,3,3,4,4,1,1,0,1,4,p
9,0,0,1,4,1,1,3,3,5,8,1,1,2,1,4,e
4,1,1,0,10,0,1,3,3,4,4,1,1,2,5,4,p
6,0,0,1,0,1,1,3,3,8,5,1,1,0,1,4,e
4,1,1,0,0,0,1,3,3,4,4,1,1,2,1,4,p
9,1,1,0,5,0,1,3,3,4,4,1,1,2,5,4,p
6,0,0,1,5,1,1,3,3,8,8,1,1,2,4,4,e
9,1,1,0,0,0,1,3,3,4,4,1,1,2,5,4,p
9,1,1,0,0,0,1,3,3,4,4,1,1,2,1,4,p
9,0,0,1,10,1,1,3,3,4,8,1,1,0,4,4,e
0,0,0,1,10,1,1,3,3,8,4,1,1,0,4,4,e
9,1,1,0,11,0,1,3,3,4,4,1,1,0,5,4,p
6,0,0,1,5,1,1,3,3,4,8,1,1,2,1,4,e
3,1,1,0,0,0,1,3,3,4,4,1,1,0,5,4,p
0,0,0,1,4,1,1,3,3,8,8,1,1,2,1,4,e
9,1,6,1,8,0,1,1,1,0,6,1,4,6,1,4,p
9,1,6,1,11,0,1,1,1,6,6,1,4,6,4,6,p
9,0,0,1,0,1,1,3,3,5,8,1,1,2,1,4,e
9,1,6,1,11,0,1,1,1,0,6,1,4,6,1,6,p
9,0,0,1,5,1,1,3,3,8,4,1,1,0,1,4,e
9,1,6,1,11,0,1,1,1,0,0,1,4,6,4,6,p
9,1,6,1,5,0,1,1,1,0,5,1,4,6,4,3,p
6,0,0,1,0,1,1,3,3,4,4,1,1,2,1,4,e
9,0,0,1,4,1,1,3,3,8,8,1,1,2,1,4,e
3,1,1,0,5,0,1,3,3,4,4,1,1,0,1,4,p
9,0,0,1,0,1,1,3,3,4,4,1,1,0,4,4,e
9,1,6,1,5,0,1,1,1,6,5,1,4,6,4,3,p
2,1,6,1,8,0,1,1,1,0,6,1,4,6,1,4,p
9,1,6,1,5,0,1,1,1,0,5,1,4,6,4,3,p
2,1,6,1,5,0,1,1,1,5,6,1,4,6,1,6,p
3,1,1,0,11,0,1,3,3,4,4,1,1,0,1,4,p
2,1,6,1,8,0,1,1,1,6,0,1,4,6,4,4,p
2,1,6,1,11,0,1,1,1,6,5,1,4,6,1,4,p
2,1,6,1,8,0,1,1,1,0,0,1,4,6,1,3,p
2,1,6,1,8,0,1,1,1,5,0,1,4,6,1,4,p
2,1,6,1,11,0,1,1,1,0,0,1,4,6,4,4,p
9,0,0,1,0,1,1,3,3,4,8,1,1,2,4,4,e
9,1,6,1,11,0,1,1,1,6,0,1,4,6,4,6,p
2,1,6,1,5,0,1,1,1,0,6,1,4,6,4,3,p
2,1,6,1,11,0,1,1,1,5,6,1,4,6,4,6,p
9,0,0,1,4,1,1,3,3,4,4,1,1,2,4,4,e
0,0,0,1,0,1,1,3,3,4,8,1,1,0,1,4,e
6,0,0,1,0,1,1,3,3,4,5,1,1,0,1,4,e
2,1,6,1,8,0,1,1,1,0,5,1,4,6,1,6,p
9,1,6,1,11,0,1,1,1,6,6,1,4,6,1,6,p
9,1,6,1,8,0,1,1,1,0,6,1,4,6,1,4,p
6,0,0,1,4,1,1,3,3,5,4,1,1,2,4,4,e
9,1,6,1,5,0,1,1,1,0,6,1,4,6,1,6,p
6,0,0,1,0,1,1,3,3,8,4,1,1,2,1,4,e
9,0,0,1,5,1,1,3,3,8,4,1,1,2,1,4,e
9,0,0,1,4,1,1,3,3,8,5,1,1,0,1,4,e
9,1,6,1,5,0,1,1,1,6,6,1,4,6,4,4,p
2,1,6,1,5,0,1,1,1,6,6,1,4,6,4,6,p
2,1,6,1,8,0,1,1,1,6,0,1,4,6,4,6,p
6,0,0,1,5,1,1,3,3,8,5,1,1,0,1,4,e
2,1,6,1,8,0,1,1,1,5,0,1,4,6,4,4,p
9,1,6,1,8,0,1,1,1,5,6,1,4,6,4,3,p
2,1,6,1,11,0,1,1,1,5,5,1,4,6,1,6,p
2,1,6,1,11,0,1,1,1,5,6,1,4,6,1,4,p
9,1,6,1,5,0,1,1,1,0,0,1,4,6,4,3,p
2,1,6,1,8,0,1,1,1,6,6,1,4,6,1,3,p
4,1,1,0,11,0,1,3,3,4,4,1,1,0,5,4,p
2,1,6,1,5,0,1,1,1,0,0,1,4,6,1,6,p
6,0,0,1,10,1,1,3,3,8,8,1,1,2,1,4,e
6,0,0,1,0,1,1,3,3,8,5,1,1,2,4,4,e
4,1,1,0,0,0,1,3,3,4,4,1,1,0,1,4,p
2,1,6,1,8,0,1,1,1,6,6,1,4,6,1,6,p
9,1,6,1,5,0,1,1,1,6,5,1,4,6,1,6,p
9,0,0,1,5,1,1,3,3,4,5,1,1,2,4,4,e
6,0,0,1,5,1,1,3,3,4,8,1,1,0,4,4,e
9,1,6,1,5,0,1,1,1,6,6,1,4,6,1,4,p
9,0,0,1,10,1,1,3,3,4,8,1,1,0,1,4,e
2,1,6,1,11,0,1,1,1,0,5,1,4,6,1,4,p
9,1,6,1,11,0,1,1,1,0,0,1,4,6,4,6,p
6,0,0,1,5,1,1,3,3,8,8,1,1,0,1,4,e
2,1,6,1,8,0,1,1,1,0,0,1,4,6,1,6,p
2,1,6,1,11,0,1,1,1,0,6,1,4,6,4,6,p
2,1,6,1,5,0,1,1,1,5,5,1,4,6,1,6,p
9,1,6,1,11,0,1,1,1,5,6,1,4,6,4,6,p
4,1,1,0,0,0,1,3,3,4,4,1,1,0,5,4,p
9,1,1,0,11,0,1,3,3,4,4,1,1,2,5,4,p
9,1,6,1,11,0,1,1,1,6,5,1,4,6,1,3,p
2,1,6,1,8,0,1,1,1,6,5,1,4,6,4,3,p
9,1,6,1,8,0,1,1,1,5,0,1,4,6,1,4,p
9,0,0,1,10,1,1,3,3,4,4,1,1,0,1,4,e
9,0,6,1,4,1,1,2,3,4,4,1,1,6,1,5,p
2,1,6,1,11,0,1,1,1,5,6,1,4,6,4,4,p
9,0,0,1,4,1,1,3,3,5,5,1,1,2,1,4,e
2,1,6,1,11,0,1,1,1,5,6,1,4,6,4,4,p
9,1,6,1,8,0,1,1,1,6,6,1,4,6,4,3,p
2,1,6,1,11,0,1,1,1,6,6,1,4,6,1,3,p
9,1,6,1,8,0,1,1,1,6,0,1,4,6,4,6,p
9,1,6,1,8,0,1,1,1,6,5,1,4,6,4,6,p
2,1,6,1,8,0,1,1,1,0,6,1,4,6,4,3,p
2,1,6,1,5,0,1,1,1,5,0,1,4,6,4,3,p
3,1,1,0,11,0,1,3,3,4,4,1,1,2,1,4,p
9,1,6,1,11,0,1,1,1,6,0,1,4,6,1,3,p
9,1,6,1,5,0,1,1,1,6,6,1,4,6,4,3,p
0,0,0,1,10,1,1,3,3,5,5,1,1,0,1,4,e
9,0,0,1,4,1,1,3,3,5,4,1,1,2,1,4,e
2,1,6,1,11,0,1,1,1,0,6,1,4,6,4,3,p
4,1,1,0,10,0,1,3,3,4,4,1,1,0,5,4,p
9,1,6,1,5,0,1,1,1,0,0,1,4,6,1,6,p
9,1,6,1,8,0,1,1,1,6,6,1,4,6,1,6,p
3,1,1,0,10,0,1,3,3,4,4,1,1,2,1,4,p
6,0,0,1,4,1,1,3,3,4,5,1,1,0,1,4,e
9,1,6,1,5,0,1,1,1,6,0,1,4,6,1,6,p
4,1,1,0,5,0,1,3,3,4,4,1,1,2,1,4,p
3,0,6,1,5,1,1,2,3,4,4,1,1,6,1,6,p
2,1,6,1,5,0,1,1,1,0,0,1,4,6,1,3,p
5,0,0,1,7,0,3,3,3,7,4,2,3,4,2,2,e
9,1,6,1,11,0,1,1,1,0,5,1,4,6,4,6,p
9,1,6,1,5,0,1,1,1,5,0,1,4,6,4,6,p
2,1,6,1,8,0,1,1,1,0,6,1,4,6,4,6,p
2,1,6,1,8,0,1,1,1,5,5,1,4,6,4,6,p
9,0,0,1,10,1,1,3,3,5,8,1,1,0,4,4,e
2,1,6,1,8,0,1,1,1,5,5,1,4,6,1,4,p
9,1,6,1,8,0,1,1,1,5,5,1,4,6,1,4,p
9,1,6,1,5,0,1,1,1,0,0,1,4,6,4,6,p
9,1,1,0,10,0,1,3,3,4,4,1,1,0,5,4,p
9,1,1,0,10,0,1,3,3,4,4,1,1,0,1,4,p
9,1,6,1,5,0,1,1,1,5,0,1,4,6,1,6,p
9,0,6,1,8,1,1,3,3,4,4,1,1,6,5,6,p
9,1,6,1,8,0,1,1,1,5,6,1,4,6,1,6,p
9,0,0,1,0,1,1,3,3,5,8,1,1,2,4,4,e
2,1,6,1,5,0,1,1,1,6,6,1,4,6,1,4,p
6,0,0,1,5,1,1,3,3,5,5,1,1,2,1,4,e
9,1,6,1,5,0,1,1,1,5,6,1,4,6,4,3,p
0,0,0,1,0,1,1,3,3,8,4,1,1,2,1,4,e
